Ventas;bg-primary
Elaboración ofertas;bg-primary
Compras;bg-primary
Entregas;bg-primary
Facturación;bg-primary
Recepción;bg-primary
Cobros;bg-primary 
Postventa;bg-primary
RRHH, PRL y cumplimiento;bg-success
